Age,Gender,Region,Location,Education_Level,Employment_Status,Years_Of_Experience,Monthly_Income_NGN
43,Male,North West,Rural,Secondary,Underemployed,,17433.13
57,Male,North Central,Urban,,Underemployed,41.0,
36,Male,North Central,Urban,Secondary,Unemployed,21.0,0.0
40,Female,South West,Urban,Tertiary,Unemployed,,0.0
42,Male,North East,Urban,Secondary,Underemployed,,62811.05
64,Female,South West,Urban,Secondary,Unemployed,46.0,0.0
35,Male,North West,Urban,Tertiary,Employed,12.0,162573.7
63,Male,South East,Rural,,Underemployed,47.0,64071.64
21,Female,South West,Urban,Primary,Employed,2.0,158944.81
31,Male,South West,Rural,Primary,Underemployed,15.0,28708.15
34,Male,North West,Rural,Secondary,Underemployed,16.0,92114.76
55,Male,North West,Rural,Primary,Unemployed,40.0,0.0
63,Female,North Central,Rural,Secondary,Employed,45.0,127656.12
34,Male,South West,Rural,Tertiary,Unemployed,14.0,
36,Female,North West,Urban,Secondary,Employed,,154169.94
42,Male,South South,Urban,Primary,Employed,24.0,81668.12
54,Male,South South,Urban,Primary,Underemployed,36.0,44573.83
63,Male,North Central,Urban,Tertiary,Underemployed,43.0,105001.04
21,Female,South South,Rural,Tertiary,Unemployed,0.0,0.0
15,Male,North West,Rural,Secondary,Unemployed,0.0,0.0
46,Male,North West,Rural,Primary,Underemployed,30.0,43243.06
27,Male,North West,Urban,Secondary,Employed,10.0,121962.16
44,Male,South West,Rural,Primary,Underemployed,29.0,18701.24
37,Male,North West,Urban,None,Underemployed,20.0,34143.58
33,Female,South South,Rural,Primary,Underemployed,16.0,14726.82
46,Male,North West,Urban,Secondary,Underemployed,31.0,44957.21
44,Male,North East,Urban,Primary,Unemployed,27.0,
43,Female,South East,Urban,Primary,Underemployed,28.0,31719.72
63,Male,North West,Rural,None,Underemployed,44.0,51395.02
59,Male,North West,Urban,Secondary,Underemployed,40.0,54778.23
43,Male,South West,Urban,Secondary,Employed,28.0,125023.35
44,Female,North East,Rural,Primary,Underemployed,29.0,29432.71
30,Male,North West,Rural,Tertiary,Employed,10.0,89605.91
54,Male,North East,Urban,Secondary,Underemployed,38.0,51287.39
33,Male,North Central,Rural,None,Employed,,103086.48
32,Female,South South,Urban,Primary,Underemployed,,21282.52
15,Male,South East,Urban,Secondary,Underemployed,0.0,32198.82
28,Female,North East,Urban,Primary,Employed,,85552.88
61,Female,,Urban,None,Underemployed,46.0,30584.4
64,Female,North Central,Urban,Secondary,Employed,45.0,103528.05
16,Male,South South,Rural,Secondary,Underemployed,1.0,34236.87
42,Male,North West,Urban,,Underemployed,27.0,54339.08
63,Male,North East,Rural,Secondary,Employed,44.0,139399.21
64,Male,South West,Rural,Tertiary,Unemployed,40.0,0.0
44,Male,South South,Urban,None,Underemployed,26.0,31091.68
52,Female,North West,Urban,None,Unemployed,35.0,0.0
18,Male,North West,Rural,Tertiary,Unemployed,0.0,0.0
15,Male,North West,Rural,Secondary,Underemployed,0.0,41555.26
22,Female,North West,Rural,Secondary,Employed,3.0,141414.28
43,Female,South West,Rural,None,Underemployed,25.0,28285.16
53,Male,South West,Urban,,Underemployed,34.0,19298.25
17,Female,South West,Rural,Primary,Unemployed,1.0,0.0
46,Male,North West,Urban,Secondary,Employed,31.0,157304.8
24,Female,North West,Rural,None,Underemployed,7.0,33181.57
24,Female,North West,Rural,Secondary,Underemployed,8.0,48210.65
33,Female,North East,Urban,Secondary,Underemployed,18.0,26434.22
60,Female,South East,Urban,,Underemployed,45.0,23296.26
48,Male,North West,Rural,,Underemployed,31.0,48167.09
47,Male,North West,Urban,,Underemployed,29.0,16424.92
37,Female,North East,Urban,,Underemployed,22.0,27737.86
42,Male,North Central,Rural,None,Underemployed,25.0,29852.98
46,Female,North Central,Rural,Primary,Underemployed,27.0,32884.29
64,Male,South East,Urban,Secondary,Unemployed,49.0,0.0
21,Male,,Rural,Secondary,Underemployed,6.0,27542.44
43,Male,,Rural,None,Employed,25.0,
22,Male,North East,Rural,Secondary,Employed,4.0,59300.2
15,Female,North East,Rural,Tertiary,Unemployed,0.0,0.0
17,Female,South South,Rural,Secondary,Unemployed,2.0,0.0
38,Female,North West,Rural,None,Employed,,102922.86
37,Female,South West,Urban,,Underemployed,,40214.03
22,Female,North East,Rural,Secondary,Underemployed,7.0,37011.96
61,Female,North Central,Urban,,Underemployed,39.0,100035.61
51,Male,South East,Urban,Tertiary,Unemployed,,0.0
17,Female,South South,Urban,Primary,Underemployed,0.0,27879.54
47,Male,South East,Rural,Secondary,Employed,29.0,137053.59
42,Male,South West,Rural,Tertiary,Unemployed,21.0,0.0
61,Female,North West,Rural,Tertiary,Underemployed,,92163.85
22,Male,South West,Urban,Secondary,Underemployed,6.0,69049.3
48,Male,South West,Urban,Primary,Underemployed,30.0,19125.68
49,Male,North West,Urban,None,Employed,30.0,127570.47
46,Male,North Central,Rural,Secondary,Unemployed,31.0,0.0
38,Female,South East,Urban,,Unemployed,21.0,0.0
28,Male,North Central,Urban,Tertiary,Underemployed,7.0,80395.08
46,Male,North East,Urban,Tertiary,Employed,24.0,
60,Male,South South,Rural,Primary,Underemployed,43.0,19656.75
57,Male,North West,Rural,Secondary,Employed,39.0,141837.27
30,Female,North West,Rural,Primary,Underemployed,,21699.98
18,Male,South West,Urban,Secondary,Underemployed,0.0,57767.1
51,Female,North East,Urban,,Underemployed,34.0,78917.46
35,Female,South West,Urban,Primary,Underemployed,16.0,38819.79
28,Female,North West,Urban,,Underemployed,13.0,42522.91
45,Female,North East,Urban,None,Employed,,78429.86
62,Female,North West,Urban,None,Unemployed,45.0,0.0
32,Male,South South,Urban,Tertiary,Underemployed,9.0,98305.59
21,Male,North Central,Urban,None,Employed,2.0,65673.55
24,Male,North East,Urban,None,Employed,8.0,92995.51
21,Female,,Rural,Primary,Unemployed,3.0,0.0
47,Male,North West,Rural,,Employed,27.0,228357.24
37,Male,North Central,Rural,Primary,Underemployed,19.0,24529.42
35,Male,North West,Urban,Primary,Underemployed,19.0,40002.21
33,Male,North Central,Urban,Secondary,Underemployed,14.0,65234.7
62,Male,North Central,Rural,Primary,Underemployed,43.0,39672.67
33,Female,South East,Urban,Primary,Employed,17.0,61989.94
50,Male,South West,Rural,Secondary,Underemployed,34.0,57878.01
43,Female,North Central,Rural,Primary,Underemployed,26.0,28590.61
32,Female,North West,Rural,Tertiary,Underemployed,12.0,106123.92
16,Male,South West,Rural,Secondary,Unemployed,0.0,
15,Male,South West,Rural,Secondary,Employed,0.0,60419.99
61,Male,North West,Rural,Primary,Underemployed,45.0,33310.09
19,Male,South South,Urban,Tertiary,Unemployed,0.0,
34,Female,North West,Urban,Secondary,Unemployed,19.0,0.0
25,Male,North West,Urban,Primary,Employed,10.0,106791.26
56,Male,North West,Urban,Primary,Underemployed,40.0,12088.95
16,Female,,Urban,Secondary,Employed,,88124.87
17,Female,North Central,Urban,Secondary,Employed,0.0,54114.52
37,Female,South East,Rural,Tertiary,Employed,16.0,117314.01
26,Female,North West,Urban,,Employed,8.0,139771.82
34,Female,North Central,Urban,Secondary,Unemployed,17.0,0.0
19,Male,North East,Urban,Primary,Unemployed,2.0,
51,Female,South East,Urban,,Employed,35.0,
52,Male,North West,Urban,Tertiary,Employed,30.0,157623.0
44,Female,North West,Rural,Secondary,Employed,27.0,82569.07
23,Female,North West,Rural,Primary,Underemployed,5.0,40084.05
48,Male,South South,Urban,None,Employed,30.0,99435.41
58,Female,North Central,Urban,Primary,Employed,39.0,101011.11
49,Female,North Central,Urban,Secondary,Unemployed,31.0,0.0
36,Male,North Central,Rural,Tertiary,Employed,12.0,
58,Female,South South,Urban,Primary,Employed,40.0,70259.63
38,Male,South South,Urban,,Underemployed,19.0,32056.93
31,Female,South West,Urban,Secondary,Unemployed,13.0,0.0
24,Male,North East,Rural,Tertiary,Underemployed,1.0,90163.1
44,Female,North West,Urban,Secondary,Unemployed,28.0,0.0
60,Female,South South,Rural,Primary,Underemployed,42.0,25089.89
37,Female,North Central,Urban,Primary,Employed,18.0,119571.2
46,Female,North East,Rural,Secondary,Underemployed,30.0,57156.85
31,Male,North Central,Rural,Tertiary,Unemployed,7.0,0.0
64,Female,South South,Urban,,Underemployed,46.0,29089.41
31,Male,North East,Urban,Secondary,Unemployed,13.0,0.0
28,Female,South West,Urban,Secondary,Underemployed,9.0,48017.74
23,Male,South East,Urban,Secondary,Unemployed,6.0,0.0
54,Male,North Central,Rural,Primary,Underemployed,,34711.93
16,Female,North West,Urban,Tertiary,Underemployed,0.0,98923.3
59,Male,,Rural,Secondary,Underemployed,41.0,50943.5
39,Male,South South,Urban,Secondary,Underemployed,23.0,66802.84
53,Male,South East,Urban,Secondary,Employed,34.0,143706.93
23,Male,South West,Rural,Tertiary,Employed,0.0,69519.12
36,Male,North East,Rural,Secondary,Employed,20.0,69423.72
57,Male,South South,Urban,Secondary,Employed,42.0,162560.47
60,Male,North East,Urban,Primary,Employed,44.0,92596.81
18,Male,South East,Urban,Primary,Underemployed,0.0,31477.58
40,Female,South South,Rural,Primary,Underemployed,24.0,40253.61
43,Male,South West,Urban,Tertiary,Employed,21.0,149711.5
59,Female,South East,Urban,Tertiary,Unemployed,37.0,0.0
48,Female,South East,Rural,Primary,Unemployed,30.0,0.0
37,Male,North West,Urban,Primary,Underemployed,20.0,30335.41
51,Female,South West,Urban,None,Employed,32.0,73938.12
25,Female,North West,Urban,Tertiary,Unemployed,5.0,0.0
20,Female,North Central,Rural,Primary,Underemployed,5.0,33329.95
32,Female,North West,Rural,Secondary,Employed,14.0,141114.44
35,Male,North Central,Rural,Tertiary,Unemployed,12.0,0.0
56,Female,,Urban,Secondary,Underemployed,39.0,41331.77
50,Female,,Rural,Tertiary,Employed,26.0,108509.04
55,Female,North East,Urban,Secondary,Underemployed,38.0,89394.34
52,Male,North Central,Urban,Secondary,Underemployed,33.0,48606.37
48,Female,North Central,Rural,Secondary,Employed,,95387.08
31,Female,South South,Urban,Primary,Unemployed,16.0,0.0
51,Male,North Central,Urban,Tertiary,Unemployed,27.0,0.0
39,Male,South West,Rural,Secondary,Underemployed,23.0,
52,Male,South South,Rural,Primary,Employed,33.0,98476.18
26,Female,North East,Urban,Primary,Underemployed,11.0,20228.1
37,Female,South South,Urban,None,Employed,20.0,114491.61
56,Female,South South,Urban,Secondary,Underemployed,37.0,37203.19
36,Male,South South,Urban,Primary,Underemployed,20.0,44188.12
35,Female,North East,Urban,Tertiary,Unemployed,12.0,0.0
41,Male,North Central,Urban,Primary,Underemployed,24.0,34450.54
45,Male,South South,Rural,Primary,Underemployed,27.0,27508.08
20,Female,North East,Urban,Secondary,Employed,,123936.49
41,Female,South West,Urban,Secondary,Underemployed,26.0,63549.32
54,Female,North West,Urban,Tertiary,Employed,34.0,
48,Female,North West,Urban,,Underemployed,31.0,81831.64
26,Male,North Central,Urban,Primary,Underemployed,7.0,40222.81
59,Male,South West,Rural,,Unemployed,,0.0
21,Female,North East,Rural,None,Underemployed,3.0,34388.47
24,Female,South West,Urban,Primary,Underemployed,9.0,21567.13
59,Male,North Central,Rural,Primary,Underemployed,40.0,28678.01
31,Male,South West,Urban,Secondary,Employed,12.0,137239.5
40,Male,South West,Rural,None,Employed,25.0,75314.16
35,Female,North Central,Urban,Primary,Underemployed,20.0,41640.84
42,Male,North Central,Rural,Primary,Underemployed,26.0,21232.58
60,Male,North West,Urban,None,Underemployed,42.0,24264.97
16,Male,North Central,Rural,None,Underemployed,1.0,24939.31
57,Male,South West,Rural,Primary,Underemployed,41.0,36694.42
15,Female,North Central,Urban,Primary,Underemployed,0.0,22755.57
50,Male,North East,Urban,None,Underemployed,33.0,13800.21
40,Female,South West,Urban,Primary,Employed,23.0,
43,Female,North West,Rural,Tertiary,Employed,21.0,130002.62
35,Female,South South,Urban,Secondary,Underemployed,20.0,33972.39
25,Male,North West,Rural,Secondary,Employed,6.0,92825.09
54,Female,South South,Rural,Tertiary,Underemployed,30.0,121202.31
25,Female,North Central,Urban,None,Underemployed,8.0,
50,Female,North Central,Urban,Primary,Underemployed,32.0,28889.69
63,Female,North East,Rural,Tertiary,Unemployed,42.0,0.0
53,Male,,Rural,Secondary,Underemployed,36.0,43296.22
54,Male,North East,Rural,Tertiary,Unemployed,33.0,0.0
49,Male,North West,Urban,,Employed,28.0,94530.19
48,Female,South West,Urban,Primary,Underemployed,31.0,23315.53
61,Male,North East,Rural,Tertiary,Unemployed,37.0,0.0
38,Male,South East,Rural,Tertiary,Underemployed,15.0,
36,Male,North West,Rural,Primary,Underemployed,19.0,38602.93
19,Male,South South,Urban,Tertiary,Employed,0.0,154539.56
47,Male,North Central,Urban,None,Underemployed,,52344.1
50,Male,North West,Urban,Secondary,Underemployed,35.0,39366.34
61,Male,North Central,Rural,Primary,Unemployed,45.0,0.0
34,Male,North West,Urban,None,Underemployed,17.0,22270.26
33,Male,North West,Rural,Secondary,Unemployed,14.0,0.0
49,Male,North Central,Rural,Primary,Underemployed,32.0,43803.84
57,Female,South West,Urban,Secondary,Underemployed,39.0,65869.66
31,Female,South South,Urban,Secondary,Underemployed,16.0,55771.48
59,Male,North Central,Rural,Primary,Underemployed,43.0,19976.78
57,Male,South South,Urban,Primary,Underemployed,38.0,45704.97
48,Female,South South,Urban,Secondary,Underemployed,31.0,48918.45
23,Female,South South,Urban,Tertiary,Unemployed,0.0,0.0
40,Female,North Central,Rural,Secondary,Underemployed,23.0,43539.87
16,Female,North West,Rural,Secondary,Underemployed,0.0,67144.4
23,Male,North West,Rural,Secondary,Unemployed,6.0,0.0
23,Male,South West,Rural,Primary,Underemployed,4.0,29799.34
54,Male,North Central,Rural,Secondary,Employed,,78035.88
31,Female,North West,Rural,Tertiary,Employed,10.0,151813.62
15,Female,North Central,Rural,Secondary,Underemployed,0.0,38279.77
39,Female,North West,Urban,Secondary,Underemployed,21.0,4859.88
57,Male,South West,Urban,Secondary,Employed,41.0,88258.43
54,Female,North West,Rural,Secondary,Underemployed,,42083.97
56,Male,,Rural,Secondary,Employed,41.0,
39,Male,South East,Urban,Secondary,Unemployed,21.0,0.0
53,Male,North West,Rural,Secondary,Employed,37.0,
49,Female,North Central,Urban,,Underemployed,31.0,23002.97
17,Male,South East,Urban,Secondary,Underemployed,1.0,57176.39
64,Female,North East,Rural,Tertiary,Unemployed,41.0,0.0
51,Male,North West,Urban,Primary,Unemployed,36.0,0.0
58,Female,North East,Rural,Tertiary,Unemployed,34.0,0.0
58,Female,South West,Urban,Primary,Underemployed,,18900.12
44,Male,,Urban,Primary,Employed,27.0,127276.57
52,Female,North West,Rural,Secondary,Unemployed,35.0,0.0
48,Female,North Central,Rural,Secondary,Underemployed,32.0,30852.76
26,Female,North East,Urban,Secondary,Employed,7.0,35704.91
33,Female,,Rural,,Employed,17.0,137117.88
51,Female,North East,Rural,Primary,Underemployed,35.0,22296.96
58,Male,South East,Urban,Secondary,Underemployed,42.0,
63,Female,North Central,Urban,Primary,Underemployed,47.0,35081.33
31,Male,South West,Rural,Secondary,Employed,12.0,148449.48
24,Male,North Central,Urban,,Unemployed,7.0,0.0
63,Male,South West,Urban,Secondary,Unemployed,45.0,0.0
61,Female,North East,Urban,Primary,Employed,45.0,131364.18
26,Female,South East,Urban,Primary,Underemployed,7.0,31014.11
30,Male,North Central,Urban,Primary,Employed,15.0,103721.66
38,Female,North Central,Rural,None,Employed,20.0,138440.2
33,Female,North Central,Rural,Secondary,Underemployed,17.0,51670.38
22,Male,South East,Urban,Tertiary,Employed,,117232.04
45,Male,South West,Rural,None,Underemployed,,35271.83
35,Female,North East,Rural,None,Unemployed,17.0,0.0
31,Male,South West,Rural,None,Underemployed,15.0,10977.21
37,Female,South West,Rural,Tertiary,Employed,,
51,Male,,Rural,,Employed,,140213.17
30,Male,South East,Rural,Tertiary,Underemployed,,108756.0
20,Female,South West,Urban,Primary,Underemployed,3.0,40437.95
22,Female,North East,Urban,Primary,Unemployed,5.0,0.0
39,Female,South East,Rural,None,Underemployed,22.0,29242.42
32,Female,South West,Urban,Secondary,Underemployed,16.0,48399.76
39,Female,South South,Urban,Secondary,Employed,24.0,75732.96
26,Female,North West,Urban,Secondary,Employed,11.0,
29,Male,North West,Rural,Primary,Employed,13.0,85449.45
40,Female,North West,Rural,Primary,Underemployed,24.0,33058.97
55,Male,South West,Urban,Primary,Employed,39.0,107621.36
59,Female,South South,Urban,,Employed,44.0,71744.91
40,Male,North West,Rural,Primary,Underemployed,24.0,14297.92
61,Female,South West,Urban,Secondary,Underemployed,43.0,50083.8
46,Male,South West,Rural,Primary,Underemployed,28.0,25916.19
24,Female,South West,Urban,Primary,Underemployed,6.0,29195.07
30,Female,North East,Rural,Secondary,Unemployed,14.0,0.0
21,Male,,Urban,None,Underemployed,3.0,39588.74
31,Female,North West,Rural,Secondary,Employed,,128097.99
37,Male,South East,Rural,Primary,Employed,19.0,122755.68
40,Female,North East,Urban,,Underemployed,24.0,34007.95
35,Female,North Central,Urban,Tertiary,Unemployed,11.0,0.0
36,Male,South East,Rural,Primary,Underemployed,19.0,27152.99
21,Female,North East,Rural,Secondary,Employed,2.0,
28,Male,North West,Urban,Tertiary,Unemployed,6.0,0.0
29,Male,South West,Rural,Primary,Underemployed,12.0,32382.46
21,Female,North Central,Rural,Tertiary,Underemployed,0.0,82013.42
23,Male,North Central,Rural,Primary,Underemployed,6.0,38236.41
62,Female,North East,Rural,,Employed,45.0,
22,Female,North West,Rural,Secondary,Underemployed,3.0,45539.88
64,Male,North Central,Rural,Tertiary,Employed,42.0,139672.53
37,Female,North West,Rural,Secondary,Underemployed,21.0,36219.1
43,Male,South South,Rural,Secondary,Underemployed,27.0,71703.65
32,Male,North West,Rural,Secondary,Unemployed,14.0,0.0
45,Male,North Central,Urban,Primary,Underemployed,26.0,40256.66
44,Male,North West,Urban,Secondary,Employed,29.0,76330.93
53,Male,North West,Urban,Primary,Employed,34.0,124118.44
49,Male,South West,Rural,Secondary,Employed,,53579.82
32,Female,South West,Rural,Secondary,Underemployed,15.0,64779.34
56,Female,North West,Urban,Tertiary,Employed,36.0,
53,Female,North West,Rural,Secondary,Employed,36.0,132956.42
31,Female,North West,Urban,Secondary,Underemployed,12.0,21057.35
28,Female,South East,Urban,Primary,Employed,9.0,64038.87
45,Male,South West,Rural,Primary,Underemployed,27.0,34218.33
38,Female,North West,Urban,,Unemployed,20.0,0.0
49,Female,North Central,Urban,,Unemployed,32.0,0.0
58,Male,South West,Rural,Secondary,Employed,41.0,94767.31
59,Female,South South,Urban,Secondary,Underemployed,43.0,37400.56
48,Female,South South,Rural,Primary,Employed,32.0,141875.85
17,Female,North East,Urban,Secondary,Employed,1.0,
51,Female,North West,Rural,Primary,Underemployed,32.0,38433.13
57,Male,North West,Urban,,Underemployed,42.0,20173.07
